frame,wall_ms,preprocess_ms,inference_ms,postprocess_ms,detections,fps_wall
0,514.5238979999931,3.126092000002245,10.016896999900382,0.6897480000134237,7,1.9435443210453431
1,26.060795000034886,2.067094999915753,9.898203999910038,0.6696250000004511,6,38.37181482754695
2,14.6336479999718,1.7133449999846562,9.654491999981474,0.6184069999335406,6,68.33566039048685
3,14.461023999956524,1.6775440000174058,9.797598999966795,0.6019740000056117,7,69.15139619455762
4,14.810298000043076,1.6227730000082374,10.058520000029603,0.6523590000142576,6,67.52058601367045
5,15.021875000002183,1.5477770000416058,10.13571199996477,0.6030330000612594,7,66.56958602037726
6,15.523936000022331,1.7642840000462456,10.07299899993086,0.6615810000312194,8,64.41665309613242
7,14.868359000047349,1.596439000081773,9.497933999909947,0.623314999984359,9,67.25691786140054
8,14.891873999999916,1.6245630000639721,9.517684999991616,0.6142040000440829,9,67.15071588706738
9,16.047633999960453,1.7410639999297928,10.535215999993852,0.6609289999914836,9,62.314481997935914
10,14.82294400000228,1.629311000101552,9.701258999939455,0.6603639999411826,8,67.46298171266425
11,14.697563000027003,1.6311430000541804,9.64227600002232,0.5971869999257251,8,68.03849046254558
12,14.96536600006948,1.8638299999338415,9.664831999998569,0.65466999990349,8,66.82095178930855
13,14.863131999959478,1.5920219999543406,9.823477999930219,0.636882999970112,8,67.2805704748317
14,14.857559999995829,1.590108999948825,9.669163000012304,0.5761190000157512,9,67.30580256786988
15,15.091226999970786,1.6860870000527939,9.9832170000127,0.5938590001051125,8,66.26366431317585
16,15.18828799999028,1.7973839999285701,9.852449000050001,0.6041679999952976,9,65.84020529506947
17,15.261084999906416,1.6865789999656045,10.036596000077225,0.6561939999301103,10,65.52614050744965
18,15.53382400004466,1.7536819999577347,9.906104999913623,0.6147889999965628,10,64.37564890635589
19,15.519403999974202,1.7201780000277722,9.780150999972648,0.665995999952429,11,64.43546414550858
20,14.68213900000137,1.7451369999434974,9.471716999996715,0.587566000035622,10,68.10996681068791
21,15.882158000067648,1.6771669999116057,10.72596800008796,0.5658710000489009,10,62.96373578425178
22,15.205901999934213,1.748062000046957,9.776604000080624,0.6206479999946168,10,65.76393823952873
23,15.067347000012887,1.7225720000624278,9.59389700005886,0.652790999993158,10,66.36868454673173
24,15.158103999965533,1.6890459999103768,9.756898999967234,0.6059580000510323,9,65.97131145176691
25,15.158407999933843,1.6376749999835738,9.948907999955736,0.6419259999574933,8,65.96998840540276
26,14.626429999907486,1.6115880000597826,9.447967000028257,0.5919720000520101,9,68.3693833701269
27,15.784622000069248,1.6615429999546905,10.685829000067315,0.5993889999444946,7,63.35279995907491
28,15.083249999975124,1.707599000042137,9.832047000031707,0.5928990000256817,9,66.29870883275483
29,15.076222999937272,1.693271000021923,9.557040000004235,0.6118520000200078,7,66.32961053999803
30,16.543260000048576,1.8213010000636132,10.988182999994933,0.6574029999910636,8,60.4475780467129
31,16.01580900000954,1.7010560000016994,10.487113999943176,0.6516860000829183,10,62.43830705020298
32,16.569896999953926,1.7679549999911615,11.228950000031546,0.6667800000741408,10,60.350405316507434
33,14.714044000015747,1.653893000025164,9.778202000006786,0.6112220000886737,6,67.96228147740553
34,14.485363000062534,1.6043900000113354,9.640298000022085,0.5732509999916147,7,69.03520470944932
35,14.01893199999904,1.626506999969024,9.39287999995031,0.5989659999841024,5,71.33211003520586
36,14.781862999939221,1.7080630000236852,9.680257000013626,0.6271370000376919,8,67.65047139214533
37,14.787506000061512,1.6493509999691014,9.748979000050895,0.6326259999696049,7,67.62465557044172
38,14.621409000028507,1.6157779999730337,9.393173999910687,0.6137969999144843,8,68.39286145391668
39,14.802628999973422,1.6994689999592083,9.498172999997223,0.5955039999889777,10,67.55556732535791
40,14.930867999964903,1.6670969999950103,9.780920000025617,0.6055039999637302,8,66.9753426259177
41,14.843437999957132,1.7388919999348218,9.478150999939317,0.6063950000907425,9,67.36983709588628
42,15.205972999979167,1.7786130000558842,9.661289000064244,0.5916139999726511,9,65.7636311731824
43,14.983406000055766,1.638134000017999,9.657370000013543,0.5898399999750836,9,66.74049945628371
44,15.155160000063006,1.6231830001061098,9.853655999904731,0.5856950000406869,9,65.98412685816861
45,15.121431000011398,1.6765039999881992,9.624914000028184,0.6130269999857774,10,66.13130728164856
46,15.136042999984056,1.6905140000744723,9.597845000030247,0.6383850000020175,10,66.0674655853616
47,15.261699000006956,1.6557779999857303,9.758377000025575,0.6265379998922072,10,65.52350429657564
48,14.821761999996852,1.6781339999170086,9.491958000012346,0.6107749999273437,9,67.46836172380938
49,14.882569999940642,1.6029370000296694,9.671045999994021,0.6089119999614923,8,67.19269588545448
50,14.58804499998223,1.6560130000016215,9.338995000007344,0.6141690000731614,8,68.54928127800662
51,15.110403999983646,1.70305599999665,9.664130000032856,0.6219639999471838,8,66.17956740276979
52,15.621538000004875,1.6084860000091794,9.878646999936791,0.6128600000465667,10,64.01418349458855
53,17.661760000009963,1.6657260000556562,11.769318999995448,0.6314749999773994,10,56.619498849459845
54,16.303385000014714,1.745621000054598,10.531194000009236,0.6369039999754023,10,61.33695548495589
55,14.855803000045853,1.6960890000063955,9.408087999986492,0.6409850000181905,9,67.31376284384719
56,15.18247199999223,1.592415000004621,9.625080999967395,0.6114770000067438,10,65.86542692128869
57,14.992588000040996,1.768138999977964,9.571107000056145,0.5949459999783357,9,66.69962517460398
58,15.193063000083384,1.627795999979753,9.51507800004947,0.5948129999069351,11,65.81951249688832
59,15.371354999956566,1.6936289999875953,9.658572000034837,0.5873930000461769,11,65.05607345629748
60,14.704456999993454,1.665767000076812,9.53769199998078,0.6378959999437939,9,68.006591470902
61,15.39706699998078,1.6441860000213637,10.27292200001284,0.6166059999941353,9,64.94743446925628
62,15.076770999939981,1.6993559999036734,9.871875999920121,0.6248600000162696,9,66.32719963737466
63,17.214050000006864,1.6560210000307052,11.635307999995348,0.7269040000892346,9,58.0920817587727
64,15.52472499997748,1.7684760000520328,10.072196999999505,0.6360190000123112,8,64.41337930310847
65,15.015631999972356,1.7247329999463545,9.553365999977359,0.6284209999876111,9,66.5972634386512
66,14.890765000018291,1.7244749999463238,9.666469999956462,0.5960769999546756,10,67.1557169828932
67,15.12657599994327,1.645878999966044,10.033391000092706,0.5878589998928874,9,66.10881405043351
68,15.184188000034737,1.6611150000471753,9.588661000066168,0.5898959999512954,10,65.85798331775872
69,15.136933000007957,1.678609000009601,9.873360000028697,0.5975819999548548,10,66.0635810437606
70,15.177425000047151,1.6756680000753477,9.889500999975098,0.5950140000550164,10,65.88732937220203
71,14.842422000015176,1.6291800000090007,9.59548800005905,0.595815999986371,9,67.37444872534803
72,14.750780999975177,1.5883129999565426,9.59070999999767,0.6376419999014615,9,67.79302058661726
73,15.403536999997414,1.7251120000310038,10.098743999947146,0.657539000030738,9,64.92015437754121
74,14.86378100003094,1.6590380000707228,9.640788999945471,0.6237729999156727,9,67.27763279060143
75,15.031097000019145,1.6958439999825714,9.670433999986017,0.6230510000477807,9,66.52874371037099
76,15.160595000111243,1.7116440000108923,9.6110880000424,0.6181620000234034,9,65.96047186753965
77,14.957030999994458,1.6797540000652589,9.64826700010235,0.620512999944367,10,66.8581886338519
78,15.261473999998998,1.716880999993009,9.880264999992505,0.6443329999683556,10,65.52447031001499
79,15.126857000041127,1.7029580000098576,9.986234999928456,0.6183079999573238,10,66.10758599736093
80,14.928653000083614,1.6028489999371232,9.707853000008981,0.6470050000189076,10,66.98527991737761
81,14.61538900002779,1.6508630000089397,9.549248999974225,0.6124909999698502,9,68.42103210513922
82,15.985722999971586,1.7116169999553676,10.402029000033508,0.6496999999399122,10,62.555819339655606
83,14.713215000028868,1.7158969999400142,9.37456300005124,0.6740130000935096,10,67.96611073773053
84,14.86728400004722,1.5945239999837213,9.635363000029429,0.5890150000595895,10,67.26178096798473
85,15.31442300006347,1.779821000013726,9.911840000086158,0.5853449999904115,10,65.29792209578223
86,14.9565880000182,1.638845999991645,9.642768000048818,0.611291000041092,10,66.86016891010055
87,15.13135000004695,1.673531999927036,9.731759999908718,0.6323479999537085,10,66.08795646104922
88,15.174563999948987,1.774050999983956,9.836063000079776,0.6308260000196242,10,65.89975171631697
89,15.281976999972358,1.6771300000755218,10.126991999982238,0.5979960000104256,9,65.43655968084553
90,16.784834000077353,1.7081930000131251,9.800283999993553,0.7966770000393808,8,59.5775924858948
91,16.680111000027864,1.856651000025522,11.007865000010497,0.7518419999996695,8,59.951639410452934
92,15.124797999988004,1.6737050000301679,9.881319999976768,0.6496010000773822,8,66.11658549097932
93,15.662358999975368,1.7792490000374528,10.132469000041056,0.6614579999677517,9,63.847342536432265
94,15.28295400009938,1.834268000038719,9.86598999998023,0.6461829999580004,8,65.43237648909349
95,15.292198999986795,1.7174619999877905,9.974858000077802,0.658602000044084,9,65.39281891380459
96,15.107478000004448,1.717532999919058,9.511567000004106,0.6209069999840722,10,66.1923849897187
97,15.471821999994972,1.6739659999984724,9.756627999990997,0.6266310000455633,10,64.63362879952503
98,15.767833999916547,1.6647879999709403,9.90349200003493,0.6222240000397505,13,63.42025163413647
99,15.782261000026665,1.7596609999372959,10.104125999987446,0.6269450000218058,12,63.362277432765204
100,17.172004000030938,1.7392149999295725,11.52203300000565,0.6755680000196662,11,58.23432139884188
101,16.05150099999264,1.6856960000950494,10.374223999974674,0.7486979999384857,9,62.299469688252735
102,15.100769000014225,1.651336000008996,9.694054000078722,0.6327849999934188,9,66.2217930755088
103,15.13220200001797,1.6504720000511952,9.976175000019794,0.6041549999054041,7,66.08423546016716
104,15.021243000092,1.7275370000788826,9.604022000075929,0.6027590000030614,8,66.57238685199856
105,15.22237500000756,1.700243999948725,9.932445000004009,0.6157409999332231,8,65.69277133164196
106,14.684366999972553,1.6893549999394963,9.668818000022839,0.63103599995884,8,68.0996327592377
107,14.592105000019728,1.6454489999659927,9.577085000046281,0.5896060000623038,8,68.53020862984799
108,14.896416000055979,1.8434910000451055,9.565063999957601,0.6345339999143107,8,67.1302412604644
109,15.29720600001383,1.8026139999847146,9.615830000029746,0.6088479999561969,8,65.37141488446295
110,15.284300999951483,1.6227490000346734,9.857905999979266,0.6136179999884916,9,65.4266099577059
111,14.758077000010417,1.6512429999693268,9.516548999954466,0.6129060000148456,8,67.75950552360543
112,15.258086000017101,1.6757129999405151,9.710359999985485,0.6693430000268563,8,65.53901976950971
113,15.46918300005018,1.7788119999977425,9.903704000066682,0.6225849999736965,8,64.64465511829269
114,15.31148399999438,1.7687020000494158,9.710272000006626,0.6388509999624148,8,65.31045586439349
115,15.653110000016568,1.798509999957787,10.003847999996651,0.6447790000265741,9,63.88506820682545
116,15.791196000009222,1.7702510000390248,10.15652500007036,0.6596830000944465,10,63.32642568678243
117,14.852763000021696,1.7497540000022127,9.639571999969121,0.6035139999767125,9,67.3275403370093
118,15.065976999949271,1.6469669999423786,9.711644000049091,0.6562070000200038,7,66.3747196748918
119,15.997502000004715,1.8097129999432582,10.25204699999449,0.6220139999868479,9,62.509759336157934
120,15.26566500001536,1.7326779999393693,9.886090999998487,0.629987000024812,10,65.50648137496754
121,15.330878999975539,1.777844000002915,9.814338999944994,0.6123540000544381,10,65.22783201156278
122,15.863550000062787,1.7039589999967575,10.099288999981582,0.6265060000032463,11,63.03759246801895
123,15.22542500003965,1.7112099999394559,9.76103800007877,0.610584000014569,10,65.67961157060613
124,14.793542999996134,1.768651000020327,9.700498000029256,0.6531070000619366,6,67.59705906828819
125,15.058553000017127,1.6269479999664327,9.933378999903653,0.6388780000179395,7,66.40744299926179
126,15.350613999999041,1.760899000032623,9.984125999949356,0.6214249999629828,7,65.1439740456025
127,15.465830999914942,1.8046610000510555,10.030874999984007,0.6238769999526994,7,64.65866593301709
128,15.063642999962212,1.7009939999752532,9.860859000013988,0.6357030000572195,6,66.38500394642308
129,14.421598000012636,1.6646630000423102,9.562168000002202,0.6199769999284399,7,69.3404434098859
130,15.05588500003796,1.9921079999676294,9.653276999983973,0.6157640000310494,7,66.41921082669525
131,15.171005000070181,1.7181619999746545,9.923947000061162,0.61621700001524,7,65.9152112859612
132,14.615472999935264,1.6756869999881019,9.610500999997384,0.591154999938226,7,68.42063886707118
